Blocks:
bk756, 31, 28, 0.03
bk714, 35, 35, 0.06
bk786, 37, 43, 0.05
bk787, 43, 61, 0.02
bk417, 31, 21, 0.05
bk787, 33, 34, 0.02
bk584, 25, 33, 0.07
bk844, 38, 33, 0.03
bk561, 32, 40, 0.04
bk485, 25, 35, 0.05
bk772, 30, 26, 0.07
bk401, 24, 30, 0.01
bk167, 25, 37, 0.01
bk821, 41, 37, 0.03
bk308, 26, 40, 0.05
bk840, 29, 43, 0.03
bk667, 24, 32, 0.06
bk541, 43, 61, 0.04
bk627, 37, 34, 0.07
bk245, 23, 30, 0.03
bk428, 30, 41, 0.02
bk670, 23, 27, 0.03
bk649, 43, 47, 0.06
bk471, 28, 20, 0.03
bk691, 23, 26, 0.06
bk471, 30, 31, 0.06
bk122, 36, 46, 0.03
bk149, 40, 39, 0.03
bk905, 39, 28, 0.05
bk786, 37, 44, 0.05
bk288, 37, 49, 0.01
bk643, 38, 39, 0.01
bk467, 25, 37, 0.03
bk187, 35, 40, 0.07
bk140, 38, 48, 0.04
bk634, 26, 24, 0.06
bk378, 36, 31, 0.03
bk839, 27, 36, 0.03
bk799, 42, 60, 0.06
bk118, 35, 26, 0.04
bk430, 42, 40, 0.02
bk692, 38, 52, 0.04
bk632, 32, 36, 0.05
bk1, 25, 34, 0.06
bk945, 43, 38, 0.06
bk604, 43, 34, 0.02
bk367, 27, 31, 0.02
bk764, 31, 39, 0.01
bk404, 33, 47, 0.04
bk613, 33, 48, 0.05
bk853, 30, 41, 0.04
bk397, 34, 49, 0.02
bk666, 29, 42, 0.04
bk358, 42, 62, 0.05
bk44, 40, 32, 0.02
bk789, 38, 54, 0.02
bk750, 41, 33, 0.04
bk414, 25, 20, 0.02

Connections:
C_92 bk120 bk197 bk20 bk12;
C_172 bk102 bk84 bk77 bk29 bk187 bk57 bk163;
C_56 bk127 bk191 bk83 bk48 bk47 bk53 bk12 bk149 bk42 bk61;
C_147 bk159 bk67 bk33 bk24;
C_67 bk48 bk116 bk127 bk192;
C_172 bk161 bk11 bk163 bk23 bk17 bk176 bk89;
C_122 bk67 bk176;
C_175 bk42 bk123 bk22 bk128 bk56 bk141 bk34 bk33;
C_140 bk79 bk191 bk176 bk60 bk73 bk179 bk131 bk102 bk173;
C_11 bk89 bk138 bk186 bk117 bk75 bk87 bk179;
