Blocks:
bk91, 33, 49, 0.04
bk521, 33, 34, 0.07
bk860, 40, 36, 0.01
bk507, 42, 46, 0.02
bk792, 38, 45, 0.05
bk464, 38, 33, 0.02
bk849, 37, 56, 0.03
bk732, 28, 27, 0.03
bk251, 42, 61, 0.04
bk740, 35, 53, 0.02
bk240, 25, 30, 0.05
bk534, 33, 45, 0.06
bk751, 42, 57, 0.03
bk21, 28, 25, 0.04
bk171, 25, 38, 0.02
bk67, 43, 64, 0.06
bk329, 33, 45, 0.04
bk14, 25, 35, 0.02
bk799, 43, 59, 0.06
bk692, 23, 17, 0.05
bk773, 39, 40, 0.03
bk368, 29, 38, 0.04
bk153, 27, 24, 0.05
bk73, 41, 32, 0.03
bk400, 42, 57, 0.05
bk860, 28, 30, 0.03
bk497, 25, 35, 0.01
bk67, 34, 42, 0.02
bk410, 32, 37, 0.03
bk475, 33, 33, 0.05
bk466, 30, 32, 0.02
bk459, 33, 37, 0.01
bk514, 35, 36, 0.06
bk154, 36, 48, 0.01
bk355, 38, 38, 0.02
bk842, 42, 29, 0.01
bk704, 35, 46, 0.06
bk445, 41, 62, 0.03
bk291, 33, 24, 0.06
bk908, 31, 29, 0.07
bk762, 38, 35, 0.01
bk164, 23, 35, 0.05
bk722, 34, 32, 0.07
bk322, 29, 40, 0.05
bk683, 40, 32, 0.02
bk928, 27, 22, 0.04
bk12, 32, 24, 0.06
bk723, 40, 45, 0.06
bk848, 41, 38, 0.03
bk409, 35, 29, 0.03
bk614, 25, 37, 0.04
bk128, 36, 29, 0.07
bk6, 29, 25, 0.01
bk975, 26, 21, 0.01
bk114, 34, 27, 0.04
bk135, 36, 41, 0.03
bk67, 40, 38, 0.02
bk9, 35, 53, 0.07
bk711, 33, 30, 0.03
bk806, 38, 43, 0.06
bk47, 43, 57, 0.04
bk461, 24, 31, 0.02
bk679, 41, 53, 0.07
bk256, 36, 31, 0.06
bk955, 40, 44, 0.01
bk90, 41, 48, 0.05
bk284, 33, 39, 0.02
bk718, 36, 43, 0.05
bk856, 32, 48, 0.06
bk518, 41, 41, 0.02
bk613, 35, 27, 0.03
bk442, 23, 29, 0.06
bk611, 32, 50, 0.03
bk924, 35, 51, 0.06
bk232, 27, 38, 0.02
bk27, 39, 31, 0.06

Connections:
C_11 bk165 bk1 bk131 bk107 bk160 bk207;
C_113 bk116 bk127 bk152 bk176 bk20 bk27;
C_115 bk227 bk235 bk69 bk199 bk137 bk41;
C_212 bk233 bk167 bk23 bk232 bk4 bk50 bk176 bk15 bk238 bk133;
C_191 bk153 bk206 bk167 bk217 bk40 bk26 bk231;
C_3 bk150 bk45 bk3 bk12 bk227 bk222;
C_92 bk111 bk58;
C_143 bk61 bk30 bk112 bk198 bk200 bk27 bk132 bk118 bk136 bk160;
C_95 bk141 bk98 bk70 bk39;
C_100 bk24 bk96;
C_67 bk4 bk15 bk20 bk196 bk90 bk57 bk25 bk122 bk118 bk111;
C_50 bk111 bk210 bk176 bk76 bk149 bk101 bk99;
C_114 bk72 bk159 bk28 bk192 bk58 bk183 bk41 bk178 bk82;
