Blocks:
bk36, 23, 32, 0.07
bk630, 25, 37, 0.06
bk765, 42, 54, 0.07
bk792, 31, 44, 0.02
bk628, 31, 36, 0.03
bk126, 32, 42, 0.03
bk623, 31, 47, 0.06
bk880, 30, 33, 0.05
bk835, 33, 32, 0.03
bk423, 24, 24, 0.01
bk182, 32, 43, 0.04
bk363, 39, 49, 0.07
bk96, 38, 50, 0.01
bk912, 25, 20, 0.03
bk877, 42, 53, 0.07
bk747, 43, 59, 0.02
bk125, 40, 40, 0.07
bk279, 36, 27, 0.05
bk2, 42, 41, 0.04
bk531, 39, 49, 0.04
bk610, 27, 26, 0.02
bk889, 36, 54, 0.03
bk615, 24, 17, 0.03
bk903, 29, 21, 0.02
bk924, 35, 50, 0.02
bk412, 43, 59, 0.02
bk889, 29, 42, 0.05
bk816, 26, 21, 0.01
bk411, 27, 23, 0.05
bk713, 39, 42, 0.03
bk68, 23, 29, 0.06
bk407, 36, 31, 0.02
bk893, 40, 50, 0.01
bk938, 25, 17, 0.04
bk371, 37, 55, 0.05
bk689, 30, 28, 0.07
bk239, 40, 32, 0.04
bk995, 33, 51, 0.07
bk282, 35, 44, 0.02
bk621, 42, 35, 0.03
bk93, 39, 33, 0.06
bk528, 42, 60, 0.02
bk807, 34, 40, 0.03
bk240, 37, 57, 0.03
bk652, 35, 36, 0.05
bk889, 42, 59, 0.03
bk512, 36, 32, 0.02
bk39, 37, 36, 0.03
bk474, 26, 19, 0.07
bk870, 34, 23, 0.06
bk342, 36, 56, 0.06
bk419, 39, 47, 0.02
bk369, 31, 35, 0.02
bk329, 36, 48, 0.03
bk213, 24, 27, 0.03
bk58, 34, 31, 0.02
bk494, 25, 22, 0.03
bk660, 30, 26, 0.05
bk119, 36, 27, 0.04
bk278, 43, 38, 0.06
bk896, 41, 35, 0.03
bk740, 36, 27, 0.03
bk365, 24, 23, 0.04
bk606, 26, 21, 0.06
bk237, 27, 24, 0.03
bk28, 34, 50, 0.03
bk650, 35, 36, 0.02
bk939, 26, 28, 0.06
bk828, 33, 41, 0.04
bk516, 30, 40, 0.07
bk993, 39, 60, 0.02
bk536, 43, 49, 0.04
bk810, 28, 33, 0.03
bk70, 37, 37, 0.01
bk364, 29, 22, 0.05
bk542, 41, 45, 0.01
bk140, 40, 50, 0.01
bk343, 31, 43, 0.02
bk128, 35, 40, 0.05
bk712, 24, 21, 0.04
bk304, 26, 30, 0.06
bk107, 23, 21, 0.02
bk352, 41, 44, 0.05
bk559, 36, 50, 0.02
bk893, 43, 51, 0.03
bk855, 40, 39, 0.06
bk667, 38, 28, 0.06
bk930, 39, 51, 0.06
bk394, 37, 29, 0.01
bk997, 27, 36, 0.01
bk727, 38, 48, 0.05
bk898, 24, 29, 0.07
bk91, 29, 30, 0.02
bk811, 43, 56, 0.03
bk740, 40, 36, 0.04
bk458, 43, 30, 0.03
bk785, 32, 38, 0.04
bk817, 43, 43, 0.05
bk946, 35, 52, 0.05
bk321, 28, 29, 0.06
bk262, 40, 54, 0.03
bk862, 42, 47, 0.06
bk580, 39, 26, 0.06
bk948, 24, 33, 0.03
bk985, 26, 19, 0.05
bk886, 36, 48, 0.07
bk105, 37, 29, 0.02
bk929, 29, 39, 0.02
bk762, 26, 26, 0.07
bk502, 27, 23, 0.04
bk475, 24, 30, 0.01
bk92, 27, 35, 0.03
bk653, 35, 31, 0.04
bk31, 35, 45, 0.04
bk484, 28, 42, 0.04
bk778, 43, 31, 0.04
bk782, 26, 19, 0.05
bk412, 36, 50, 0.04
bk476, 39, 30, 0.03

Connections:
C_25 bk71 bk29 bk212 bk122 bk18 bk14;
C_65 bk117 bk74;
C_145 bk154 bk10 bk213 bk166 bk61 bk102 bk74 bk33 bk148;
C_221 bk184 bk48;
C_44 bk67 bk142 bk130 bk68 bk80;
C_80 bk137 bk103;
C_140 bk145 bk62 bk115 bk52 bk135 bk191 bk147 bk179 bk129 bk39;
C_98 bk126 bk31 bk127 bk62 bk122 bk116 bk178 bk106;
C_168 bk122 bk196 bk70 bk211;
C_188 bk21 bk200 bk31;
