Blocks:
bk23, 29, 22, 0.06
bk975, 28, 35, 0.03
bk678, 32, 42, 0.01
bk717, 27, 31, 0.05
bk256, 35, 53, 0.06
bk827, 42, 32, 0.06
bk973, 39, 60, 0.03
bk865, 29, 29, 0.05
bk874, 32, 41, 0.04
bk73, 40, 34, 0.07
bk779, 39, 27, 0.05
bk833, 33, 36, 0.06
bk501, 37, 45, 0.01
bk443, 43, 47, 0.05
bk310, 24, 30, 0.05
bk597, 25, 29, 0.02
bk489, 29, 28, 0.03
bk241, 42, 60, 0.06
bk49, 39, 56, 0.02
bk191, 24, 34, 0.04
bk691, 28, 34, 0.05
bk691, 43, 32, 0.04
bk402, 31, 39, 0.03
bk177, 26, 26, 0.03
bk963, 29, 44, 0.01
bk758, 30, 42, 0.05
bk26, 31, 27, 0.06
bk422, 32, 40, 0.05
bk363, 36, 48, 0.04
bk148, 37, 26, 0.03
bk605, 23, 34, 0.07
bk173, 28, 33, 0.02
bk221, 40, 48, 0.06
bk31, 40, 28, 0.05
bk450, 32, 40, 0.05
bk235, 26, 28, 0.05
bk803, 29, 36, 0.04
bk630, 27, 30, 0.06
bk302, 23, 35, 0.01
bk962, 39, 51, 0.02
bk512, 27, 30, 0.04
bk891, 36, 30, 0.03
bk633, 41, 54, 0.02
bk59, 30, 43, 0.03
bk187, 24, 27, 0.06
bk228, 36, 35, 0.02
bk586, 34, 36, 0.03
bk502, 29, 24, 0.02
bk588, 38, 30, 0.02
bk655, 23, 16, 0.02
bk815, 26, 25, 0.04
bk204, 26, 25, 0.02
bk686, 28, 32, 0.02
bk247, 29, 24, 0.02
bk916, 29, 43, 0.06
bk333, 32, 23, 0.04
bk344, 38, 29, 0.05
bk524, 35, 33, 0.03
bk383, 28, 26, 0.04
bk790, 38, 30, 0.03
bk640, 28, 37, 0.01
bk172, 27, 22, 0.02
bk372, 34, 42, 0.03
bk434, 36, 32, 0.04
bk91, 35, 31, 0.06
bk210, 32, 36, 0.02
bk605, 40, 31, 0.05
bk769, 28, 34, 0.06
bk764, 26, 34, 0.03
bk315, 27, 27, 0.01
bk243, 24, 31, 0.05
bk696, 43, 56, 0.03
bk233, 30, 35, 0.02
bk301, 26, 33, 0.05
bk828, 24, 18, 0.02
bk255, 27, 41, 0.04
bk418, 25, 29, 0.04
bk285, 26, 40, 0.02
bk715, 43, 49, 0.06
bk155, 32, 32, 0.05
bk805, 35, 48, 0.02
bk608, 23, 21, 0.06
bk724, 27, 37, 0.05
bk514, 37, 47, 0.06
bk951, 43, 45, 0.07
bk901, 35, 31, 0.02
bk386, 42, 48, 0.03
bk514, 31, 36, 0.03
bk259, 25, 25, 0.06
bk434, 42, 58, 0.05
bk192, 36, 36, 0.02
bk543, 39, 49, 0.04
bk467, 35, 26, 0.01
bk38, 32, 41, 0.04
bk119, 37, 42, 0.06
bk159, 24, 37, 0.05
bk439, 27, 30, 0.01
bk797, 34, 52, 0.03
bk143, 32, 40, 0.02
bk38, 38, 54, 0.05
bk768, 27, 31, 0.06
bk712, 26, 36, 0.04
bk778, 32, 44, 0.05
bk777, 38, 52, 0.02
bk118, 43, 47, 0.07
bk445, 39, 45, 0.06
bk752, 25, 22, 0.04
bk475, 27, 21, 0.04
bk878, 37, 26, 0.07
bk957, 38, 58, 0.01
bk815, 32, 24, 0.03
bk733, 27, 28, 0.04
bk46, 36, 44, 0.05
bk872, 43, 37, 0.06
bk374, 28, 25, 0.03
bk781, 23, 17, 0.05
bk397, 30, 42, 0.03
bk677, 31, 38, 0.02
bk696, 37, 56, 0.04
bk152, 42, 45, 0.03
bk341, 39, 44, 0.01
bk327, 42, 53, 0.03
bk991, 28, 32, 0.02
bk448, 36, 37, 0.03
bk123, 28, 32, 0.02
bk63, 30, 34, 0.01
bk983, 39, 39, 0.01
bk355, 32, 32, 0.03
bk703, 40, 34, 0.07
bk184, 36, 46, 0.04
bk250, 28, 21, 0.03
bk183, 31, 33, 0.02
bk453, 29, 45, 0.07
bk937, 40, 44, 0.04
bk770, 25, 37, 0.02
bk679, 29, 23, 0.04
bk429, 24, 35, 0.03
bk554, 43, 41, 0.02
bk316, 26, 22, 0.06
bk676, 35, 47, 0.05
bk746, 40, 35, 0.07
bk856, 37, 52, 0.07
bk482, 37, 46, 0.01
bk706, 36, 55, 0.03
bk460, 37, 46, 0.03

Connections:
C_220 bk176 bk288 bk287 bk166 bk115 bk285 bk143 bk225 bk291;
C_145 bk38 bk243 bk55 bk157 bk237 bk24 bk164 bk175 bk245 bk97;
C_205 bk177 bk222 bk144 bk44;
C_0 bk293 bk5;
C_263 bk195 bk177 bk68 bk99 bk11 bk106 bk125 bk257;
C_87 bk53 bk105 bk220;
C_189 bk150 bk150 bk275;
C_226 bk162 bk43;
C_207 bk8 bk205 bk249 bk212 bk92 bk105;
C_142 bk82 bk208 bk233 bk294;
C_260 bk116 bk161 bk213 bk29;
C_224 bk151 bk203 bk115 bk255 bk277 bk86;
C_151 bk219 bk192 bk232 bk12;
C_58 bk275 bk276;
C_160 bk55 bk256 bk185 bk107 bk134 bk20;
C_164 bk29 bk251 bk23 bk156 bk100;
C_71 bk84 bk225 bk182 bk72;
C_87 bk292 bk145 bk199 bk187 bk266 bk174 bk49 bk126 bk292;
C_50 bk154 bk99 bk33 bk218 bk189;
